almaMmsId	rpbId	hbzId	zdbId
990121053400206441	RPB107t071892	HT013784708	2118851-8
990147719750206441	RPB107t071893	HT014703791	2230298-0
990139303800206441	RPB107t071942	HT014486383	2201021-X
990155701710206441	RPB107t072859	HT014978452	2267723-9
990054621060206441	RPB107t073050	HT006571714	1081049-3
990156736530206441	RPB107t073051	HT015059093	2278857-8
990156736570206441	RPB107t073052	HT015059097	2278861-X
990147719310206441	RPB107t073064	HT014703747	2230252-9
990151503100206441	RPB107t073065	HT014771405	2239891-0
990151503240206441	RPB107t073072	HT014771419	2239905-7
990108675460206441	RPB107t073073	HT012714993	1476152-X
990108675450206441	RPB107t073074	HT012714992	1476151-8
990055829470206441	RPB107t073076	HT007030130	986351-5
990143383340206441	RPB107t073077	HT014606899	2216250-1
990133203980206441	RPB107t073078	HT014189803	2166941-7
990144402630206441	RPB107t073079	HT014646319	2220844-6
990154204110206441	RPB107t073085	HT014832604	2248418-8
990113307130206441	RPB107t073086	HT013003751	2017482-2
990106351370206441	RPB107t073087	HT012482584	1155827-1
990104075530206441	RPB107t073088	HT012255000	725239-0
990154204080206441	RPB107t073089	HT014832601	2248415-2
990104075480206441	RPB107t073090	HT012254995	725232-8
990154845090206441	RPB107t073091	HT014896453	2257561-3
990055269360206441	RPB107t073092	HT006963143	562873-8
990134702910206441	RPB107t073258	HT014341541	2183783-1
990115197220206441	RPB107t073494	HT013194006	2061341-6
990104085000206441	RPB107t073496	HT012255947	726372-7
990054875820206441	RPB107t073498	HT006917405	226783-4
990113630090206441	RPB107t073499	HT013036123	2040864-X
990104086720206441	RPB107t073500	HT012256119	726593-1
990156267530206441	RPB107t073501	HT015035657	2276048-9
990156267540206441	RPB107t073502	HT015035658	2276049-0
990104087630206441	RPB107t073503	HT012256210	726737-X
990125256370206441	RPB107t073504	HT013978366	2140157-3
990105924260206441	RPB107t073505	HT012439873	1098656-X
990106465820206441	RPB107t073506	HT012494029	1170203-5
990143022120206441	RPB107t073507	HT014570435	2210223-1
990108376890206441	RPB107t073508	HT012685136	1437115-7
990105991730206441	RPB107t073541	HT012446620	1108635-X
990144544590206441	RPB107t073572	HT014660636	2224082-2
990158971050206441	RPB107t073701	HT015189114	2364969-0
990158971080206441	RPB107t073702	HT015189117	2364972-0
990158971110206441	RPB107t073703	HT015189120	2364975-6
990158971140206441	RPB107t073705	HT015189123	2364978-1
990158971460206441	RPB107t073706	HT015189155	2365036-9
990158971820206441	RPB107t073708	HT015189191	2365074-6
990158971940206441	RPB107t073709	HT015189203	2365086-2
990158972040206441	RPB107t073711	HT015189213	2365098-9
990158972090206441	RPB107t073712	HT015189218	2365103-9
990158972140206441	RPB107t073713	HT015189223	2365108-8
990158972400206441	RPB107t073715	HT015189249	2365135-0
990103729970206441	RPB107t073744	HT012220444	559013-9
990151317170206441	RPB107t073745	HT014752616	2237655-0
990143548990206441	RPB107t073746	HT014622043	2217841-7
990056561420206441	RPB107t073753	HT009010377	536674-4
990056561300206441	RPB107t073754	HT009010364	205153-9
990116341890206441	RPB107t073755	HT013309546	2075584-3
990107274210206441	RPB107t073756	HT012574868	1287248-9
990139435110206441	RPB107t073757	HT014499624	2202695-2
990159122650206441	RPB107t073771	HT015204350	2365843-5
990153943940206441	RPB107t073773	HT014806308	2245113-4
990158968370206441	RPB107t073774	HT015188846	2364657-3
990159534220206441	RPB107t073778	HT015246007	2380817-2
990156390880206441	RPB107t073794	HT015045236	2277268-6
990144612470206441	RPB107t073795	HT014667497	2224508-X
990147761750206441	RPB107t073804	HT014708022	2231234-1
990142884260206441	RPB107t073805	HT014556484	2209478-7
990106421180206441	RPB107t073819	HT012489565	1164746-2
990117076020206441	RPB107t073820	HT013383834	2081632-7
990113928740206441	RPB107t073821	HT013066165	2050044-0
990147949190206441	RPB107t073823	HT014726971	2233749-0
990147949220206441	RPB107t073824	HT014726974	2233752-0
990136270640206441	RPB107t080012	HT014411348	2191721-8
990132860550206441	RPB107t080038	HT014155198	2150045-9
990133054850206441	RPB107t080039	HT014174739	2161968-2
990157097200206441	RPB107t080120	HT015088183	2297012-5
990159463790206441	RPB107t080220	HT015238879	2380164-5
990151193030206441	RPB107t080238	HT014740092	2235866-3
990155699180206441	RPB107t080273	HT014978199	2267458-5
990104083640206441	RPB107t080323	HT012255811	726213-9
990105907460206441	RPB107t080324	HT012438193	1096211-6
990116472620206441	RPB107t080325	HT013322820	2076022-X
990126317960206441	RPB107t080326	HT014019530	2144500-X
990151197160206441	RPB107t080327	HT014740505	2236300-2
990159687240206441	RPB107t080328	HT015261520	2382878-X
990114624230206441	RPB107t080832	HT013136222	2056658-X
990118809070206441	RPB107t080833	HT013557567	2096379-8
990104075880206441	RPB107t080834	HT012255035	725281-X
990104075310206441	RPB107t080835	HT012254978	725214-6
990116952220206441	RPB107t080836	HT013371299	2080757-0
990151132800206441	RPB107t080837	HT014734021	2234354-4
990164020540206441	RPB107t080838	HT015379319	2399525-7
990105321230206441	RPB107t080839	HT012379570	1014933-8
990160310290206441	RPB107t080840	HT015323958	2392489-5
990165018600206441	RPB107t080842	HT015459685	2413260-3
990164560610206441	RPB107t080843	HT015413411	2404817-3
990160374640206441	RPB107t080844	HT015330390	2393470-0
990160541770206441	RPB107t080845	HT015347310	2396123-5
990164027860206441	RPB107t080846	HT015380051	2400450-9
990116543410206441	RPB107t080847	HT013329970	2077274-9
990164785210206441	RPB107t080848	HT015436089	2409343-9
990164785230206441	RPB107t080849	HT015436091	2409345-2
990164785280206441	RPB107t080850	HT015436096	2409350-6
990143632950206441	RPB107t080853	HT014630524	2219240-2
990164028200206441	RPB107t080863	HT015380085	2400486-8
990055003860206441	RPB107t080884	HT006932938	400540-5
990165099960206441	RPB107t080952	HT015467899	2414826-X
990181340540206441	RPB107t081425	HT016439790	2562695-4
990165399670206441	RPB107t081447	HT015495978	2418354-4
990165012820206441	RPB107t081449	HT015459107	2412498-9
990056713060206441	RPB107t081450	HT011131069	726383-1
990104058000206441	RPB107t081451	HT012253247	718174-7
990114624310206441	RPB107t081452	HT013136230	2056666-9
990163864220206441	RPB107t081453	HT015363473	2397971-9
990165013660206441	RPB107t081454	HT015459191	2412593-3
990165095820206441	RPB107t081608	HT015467485	2414296-7
990165095860206441	RPB107t081609	HT015467489	2414300-5
990165095870206441	RPB107t081610	HT015467490	2414301-7
990164938980206441	RPB107t081649	HT015451653	2411418-2
990139509430206441	RPB107t081867	HT014507137	2204256-8
990165094780206441	RPB107t081868	HT015467381	2414188-4
990165096120206441	RPB107t081869	HT015467515	2414328-5
990165327040206441	RPB107t081878	HT015488613	2418106-7
990104087840206441	RPB107t081914	HT012256231	726766-6
990104078840206441	RPB107t081915	HT012255331	725662-0
990157016260206441	RPB107t081916	HT015080011	2280571-0
990165095570206441	RPB107t081949	HT015467460	2414269-4
990159965190206441	RPB107t081988	HT015289485	2387558-6
990166623950206441	RPB107t081989	HT015553500	2429312-X
990114624000206441	RPB107t081990	HT013136199	2056635-9
990167247530206441	RPB107t081991	HT015595521	2435693-1
990117274030206441	RPB107t081992	HT013403884	2083700-8
990124938790206441	RPB107t081993	HT013946262	2136433-3
990167247640206441	RPB107t081994	HT015595532	2435707-8
990106389360206441	RPB107t081995	HT012486383	1160629-0
990166333130206441	RPB107t082751	HT015525817	2423504-0
990173859680206441	RPB107t082802	HT015869956	2482730-7
990167240980206441	RPB107t082838	HT015594866	2434931-8
990105465160206441	RPB107t083017	HT012393963	1033695-3
990108175420206441	RPB107t083018	HT012664989	1412111-6
990108712710206441	RPB107t992161	HT012718718	1480859-6
990055498040206441	RPB107t083044	HT006990012	629649-X
990133060880206441	RPB107t083045	HT014175342	2162619-4
990170699760206441	RPB107t083046	HT015626692	2440867-0
990171155340206441	RPB107t083047	HT015672897	2450460-9
990155376900206441	RPB107t083053	HT014945676	2261548-9
990135787210206441	RPB107t083107	HT014362295	2186686-7
990104086620206441	RPB107t083306	HT012256109	726578-5
990157392160206441	RPB107t083307	HT015117806	2304192-4
990170708730206441	RPB107t083308	HT015627589	2441870-5
990117385430206441	RPB107t083309	HT013415143	2084627-7
990153939320206441	RPB107t083310	HT014805846	2244640-0
990164195420206441	RPB107t083311	HT015396976	2402458-2
990114791940206441	RPB107t083312	HT013153115	2057985-8
990154732600206441	RPB107t083313	HT014884999	2255410-5
990164098190206441	RPB107t083314	HT015387171	2401497-7
990132846820206441	RPB107t083315	HT014153812	2150025-3
990114420260206441	RPB107t083316	HT013115686	2054549-6
990167166470206441	RPB107t083324	HT015587333	2434693-7
990167166570206441	RPB107t083325	HT015587343	2434704-8
990164092990206441	RPB107t083329	HT015386651	2400803-5
990104078360206441	RPB107t083330	HT012255283	725600-0
990166538930206441	RPB107t083331	HT015544884	2427549-9
990103589920206441	RPB107t083332	HT012206439	534698-8
990159454980206441	RPB107t083333	HT015237998	2379253-X
990170796690206441	RPB107t083338	HT015636496	2443971-X
990170935950206441	RPB107t083339	HT015650643	2445856-9
990170782280206441	RPB107t083340	HT015635055	2442391-9
990156355620206441	RPB107t083341	HT015041678	2276946-8
990104088470206441	RPB107t083342	HT012256294	726862-2
990108840900206441	RPB107t083343	HT012731537	1495993-8
990170700510206441	RPB107t083344	HT015626767	2440944-3
990104076850206441	RPB107t083345	HT012255132	725402-7
990170621570206441	RPB107t083346	HT015618752	2439541-9
990170621740206441	RPB107t083347	HT015618769	2439559-6
990170793520206441	RPB107t083348	HT015636179	2443647-1
990170793550206441	RPB107t083349	HT015636182	2443650-1
990104081880206441	RPB107t083350	HT012255635	726012-X
990104081870206441	RPB107t083351	HT012255634	726011-8
990105872790206441	RPB107t083352	HT012434726	1091026-8
990171722840206441	RPB107t083353	HT015729419	2461625-4
990171722940206441	RPB107t083354	HT015729429	2461635-7
990170783290206441	RPB107t083355	HT015635156	2442494-8
990170935850206441	RPB107t083356	HT015650633	2445846-6
990170871580206441	RPB107t083357	HT015644110	2444957-X
990170871640206441	RPB107t083358	HT015644116	2444963-5
990104078570206441	RPB107t083359	HT012255304	725625-5
990104086740206441	RPB107t083360	HT012256121	726596-7
990105806260206441	RPB107t083361	HT012428073	1081874-1
990104076750206441	RPB107t083362	HT012255122	725389-8
990118000560206441	RPB107t083363	HT013476098	2089918-X
990132841460206441	RPB107t083514	HT014153276	2149425-3
990117841800206441	RPB107t083515	HT013459930	2089143-X
990108167520206441	RPB107t083535	HT012664199	1411167-6
990143546290206441	RPB107t083536	HT014621773	2217569-6
990118973210206441	RPB107t083537	HT013574158	2099618-4
990056404440206441	RPB107t083538	HT007590304	1388934-5
990105670550206441	RPB107t083539	HT012414502	1062045-X
990170935990206441	RPB107t083540	HT015650647	2445860-0
990170935970206441	RPB107t083541	HT015650645	2445858-2
990170936040206441	RPB107t083542	HT015650652	2445865-X
990170936050206441	RPB107t083543	HT015650653	2445866-1
990171009530206441	RPB107t083544	HT015658097	2447925-1
990171009580206441	RPB107t083545	HT015658102	2447930-5
990159532120206441	RPB107t083550	HT015245797	2380976-0
990167164050206441	RPB107t083551	HT015587091	2434427-8
990171224650206441	RPB107t083552	HT015679676	2451967-4
990171083540206441	RPB107t083553	HT015665601	2449162-7
990170934060206441	RPB107t083554	HT015650454	2445653-6
990054848470206441	RPB107t01022782	HT006913376	217107-7
990157390470206441	RPB107t083557	HT015117637	2304005-1
990170708760206441	RPB107t083558	HT015627592	2441873-0
990171530280206441	RPB107t083559	HT015710208	2457641-4
990107600080206441	RPB107t083560	HT012607455	1334829-2
990107599980206441	RPB107t083561	HT012607445	1334817-6
990171296370206441	RPB107t083562	HT015686481	2453007-4
990108709110206441	RPB107t083563	HT012718358	1480452-9
990104080770206441	RPB107t083564	HT012255524	725879-3
990104080280206441	RPB107t083565	HT012255475	725824-0
990166221220206441	RPB107t083566	HT015514485	2422095-4
990157507090206441	RPB107t083567	HT015129354	2317064-5
990171625810206441	RPB107t083568	HT015719561	2459177-4
990171452420206441	RPB107t083569	HT015702314	2457096-5
990171452480206441	RPB107t083570	HT015702320	2457102-7
990172096360206441	RPB107t083571	HT015767211	2468221-4
990171994360206441	RPB107t090085	HT015756896	2466036-X
990180494220206441	RPB107t090123	HT016355900	
990164200020206441	RPB107t090249	HT015397436	2403011-9
990104081610206441	RPB107t090250	HT012255608	725977-3
990139009190206441	RPB107t090313	HT014456610	
990167074940206441	RPB107t090399	HT015578058	2432847-9
990173176040206441	RPB107t161473	HT015802103	
990107943880206441	RPB107t090407	HT012641835	1382653-0
990119026680206441	RPB107t090408	HT013579573	2100026-8
990173341610206441	RPB107t051862	HT015818596	
990173338490206441	RPB107t090511	HT015818286	
990157391170206441	RPB929t080860	HT015117707	2304082-8
990156737120206441	RPB107t090554	HT015059152	2278919-4
990173285440206441	RPB107t090758	HT015812923	
990173546170206441	RPB107t090784	HT015838431	
990173356210206441	RPB107t090785	HT015820079	
990173726040206441	RPB107t090843	HT015856414	2481951-7
990107232260206441	RPB107t090962	HT012570673	1281371-0
990147879120206441	RPB107t090963	HT014719887	2232383-1
990104087640206441	RPB107t090965	HT012256211	726738-1
990154866710206441	RPB107t090966	HT014898637	2256906-6
990115267570206441	RPB107t090967	HT013201107	2061825-6
990102232470206441	RPB107t090968	HT012070694	121712-4
990107366020206441	RPB107t090983	HT012584049	1303104-1
990104074110206441	RPB107t090984	HT012254858	725072-1
990119910140206441	RPB107t090985	HT013669031	2107240-1
990056243660206441	RPB107t090986	HT007192655	1203624-9
990173084340206441	RPB107t091102	HT015792776	2471632-7
990056611970206441	RPB107t091103	HT009821780	1188789-8
990055763140206441	RPB107t091104	HT007022174	874074-4
990172003550206441	RPB107t091106	HT015757815	2467093-5
990173867550206441	RPB107t091108	HT015870743	2483755-6
990170706720206441	RPB107t091183	HT015627388	2441666-6
990171582350206441	RPB107t091245	HT015715484	
990160424430206441	RPB107t091246	HT015335434	
990173136960206441	RPB107t091254	HT015798156	
990159533900206441	RPB107t091275	HT015245975	2380737-4
990120916150206441	RPB107t091277	HT013770816	2117580-9
990171088050206441	RPB107t091278	HT015666052	2449667-4
990104088620206441	RPB107t091280	HT012256309	726880-4
990133062790206441	RPB107t091281	HT014175533	2162819-1
990170781530206441	RPB107t091282	HT015634980	2443497-8
990154201990206441	RPB107t091283	HT014832392	2248202-7
990154202010206441	RPB107t091284	HT014832394	2248204-0
990164195240206441	RPB107t091285	HT015396958	2402438-7
990139303900206441	RPB107t091286	HT014486393	2201038-5
990164195340206441	RPB107t091287	HT015396968	2402449-1
990158970390206441	RPB107t091288	HT015189048	2364899-5
990158968670206441	RPB107t091289	HT015188876	2364687-1
990164025820206441	RPB107t091290	HT015379847	2400220-3
990173642070206441	RPB107t091291	HT015847930	2480558-0
990173643470206441	RPB107t091292	HT015848070	2480734-5
990107141800206441	RPB107t091293	HT012561627	1267200-2
990173858890206441	RPB107t091294	HT015869877	2482650-9
990190314760206441	RPB107t091310	HT017126595	
990102276520206441	RPB107t091355	HT012075099	133485-2
990054736930206441	RPB107t091356	HT006898475	133487-6
990056028080206441	RPB107t091357	HT007053542	1113432-X
990116203470206441	RPB107t091358	HT013295642	2064499-1
990173891890206441	RPB107t091362	HT015873191	
990173203890206441	RPB107t091535	HT015804666	
990173874590206441	RPB107t091551	HT015871447	2484424-X
990141100250206441	RPB107t091680	TT001205791	
990171238950206441	RPB107t091701	HT015681116	
990174049130206441	RPB107t091707	HT015888606	
990157205790206441	RPB107t091768	HT015099105	2299963-2
990055639590206441	RPB107t091769	HT007006395	725750-8
990164760390206441	RPB107t091795	HT015433588	
990143383510206441	RPB107t091809	HT014606916	2216267-7
990116280080206441	RPB107t091810	HT013303303	2072345-3
990159201730206441	RPB107t091813	HT015212358	2375460-6
990159201800206441	RPB107t091814	HT015212365	2375468-0
990159201830206441	RPB107t091815	HT015212368	2375471-0
990159201880206441	RPB107t091816	HT015212373	2375492-8
990159201890206441	RPB107t091817	HT015212374	2375493-X
990173961910206441	RPB107t091819	HT015879795	2486608-8
990166626100206441	RPB107t091820	HT015553715	2429562-0
990172172280206441	RPB107t091823	HT015774919	2468988-9
990160279980206441	RPB107t091837	HT015321404	
990174189660206441	RPB107t092741	HT015902826	2489747-4
990174325210206441	RPB107t092769	HT015916569	
990104079600206441	RPB107t092770	HT012255407	725749-1
990104076920206441	RPB107t092771	HT012255139	725409-X
990116302050206441	RPB107t092772	HT013305500	2074643-X
990104080260206441	RPB107t092773	HT012255473	725822-7
990108588800206441	RPB107t092774	HT012706327	1464574-9
990104085960206441	RPB107t092775	HT012256043	726496-3
990056553690206441	RPB107t092776	HT008952310	725644-9
990173863110206441	RPB107t092797	HT015870299	2483212-1
990133279360206441	RPB107t092798	HT014197461	2167905-8
990107304650206441	RPB107t092799	HT012577912	1291470-8
990174038570206441	RPB107t092800	HT015887553	2486962-4
990108628920206441	RPB107t092801	HT012710339	1469853-5
990173859410206441	RPB107t092802	HT015869929	2482703-4
990173859800206441	RPB107t092803	HT015869968	2482742-3
990108546620206441	RPB107t092804	HT012702109	1458829-8
990106543620206441	RPB107t092805	HT012501809	1180015-X
990105348130206441	RPB107t092806	HT012382260	1018421-1
990173860980206441	RPB107t092807	HT015870086	2482870-1
990104080830206441	RPB107t092808	HT012255530	725885-9
990173883210206441	RPB107t092812	HT015872309	2485383-5
990173882970206441	RPB107t092813	HT015872285	2485355-0
990173882940206441	RPB107t092814	HT015872282	2485352-5
990173722180206441	RPB107t092822	HT015856028	2481390-4
990173722230206441	RPB107t092823	HT015856033	2481396-5
990173494300206441	RPB107t092839	HT015834090	2478315-8
990173494360206441	RPB107t092840	HT015834096	2478322-5
990107370070206441	RPB107t092841	HT012584454	1303639-7
990171083930206441	RPB107t092842	HT015665640	2449201-2
990171084060206441	RPB107t092843	HT015665653	2449214-0
990121730000206441	RPB107t092844	HT013853139	2126659-1
990104088420206441	RPB107t092988	HT012256289	726852-X
990056556730206441	RPB107t092989	HT008956604	725172-5
990116598770206441	RPB107t092990	HT013335555	2078078-3
990174484720206441	RPB107t092992	HT015918557	2491478-2
990173958800206441	RPB107t092993	HT015879484	2486253-8
990174044520206441	RPB107t092994	HT015888148	2487815-7
990160223800206441	RPB107t092995	HT015315694	2391305-8
990174137460206441	RPB107t092996	HT015897557	2488706-7
990174043400206441	RPB107t092997	HT015888036	2487659-8
990171015160206441	RPB107t093000	HT015658662	
990175782170206441	RPB107t093024	HT015999137	
990143025810206441	RPB107t093080	HT014570804	2210609-1
990105182990206441	RPB107t093081	HT012365746	996491-5
990173875990206441	RPB107t093082	HT015871587	2484573-5
990104085030206441	RPB107t093083	HT012255950	726377-6
990174269380206441	RPB107t093088	HT015910900	2490178-7
990103888030206441	RPB107t093089	HT012236250	588145-6
990174272470206441	RPB107t093090	HT015911209	2490550-1
990108283770206441	RPB107t093091	HT012675824	1425642-3
990174483140206441	RPB107t093092	HT015918399	2491261-X
990104087100206441	RPB107t093093	HT012256157	726649-2
990174492330206441	RPB107t093094	HT015919318	2492339-4
990174188720206441	RPB107t093095	HT015902732	2489608-1
990175897680206441	RPB107t093096	HT016010276	2506229-3
990108635590206441	RPB107t093097	HT012711006	1470731-7
990151503660206441	RPB107t093098	HT014771461	2239951-3
990175756900206441	RPB107t093099	HT015996584	2504039-X
990174189510206441	RPB107t093135	HT015902811	2489732-2
990174137000206441	RPB107t093136	HT015897511	2488655-5
990159200040206441	RPB107t093137	HT015212189	2375281-6
990171997140206441	RPB107t093138	HT015757174	2466374-8
990106488870206441	RPB107t093139	HT012496334	1173122-9
990164195100206441	RPB107t093140	HT015396944	2402423-5
990154138160206441	RPB107t093141	HT014825926	2247258-7
990173872440206441	RPB107t093144	HT015871232	2484085-3
990174133670206441	RPB107t093145	HT015897178	2488195-8
990174133630206441	RPB107t093146	HT015897174	2488191-0
990173872470206441	RPB107t093147	HT015871235	2484088-9
990174134000206441	RPB107t093148	HT015897211	2488229-X
990174133700206441	RPB107t093149	HT015897181	2488199-5
990175830480206441	RPB107t093150	HT016004013	2505123-4
990174190580206441	RPB107t093151	HT015902918	2489846-6
990174137200206441	RPB107t093152	HT015897531	2488678-6
990174138230206441	RPB107t093153	HT015897634	2488827-8
990174138180206441	RPB107t093154	HT015897629	2488822-9
990174493010206441	RPB107t093155	HT015919386	2492409-X
990173262600206441	RPB107t093163	HT015810587	2474230-2
990155966370206441	RPB107t093164	HT015005196	2271238-0
990175744690206441	RPB107t093230	HT015995366	
990174530250206441	RPB107t093232	HT015922967	
990119914210206441	RPB107t093243	HT013669438	2107661-3
990175696440206441	RPB107t093247	HT015990764	
990124512390206441	RPB107t093248	HT013903134	2132052-4
990056571730206441	RPB107t043145	HT009129776	725595-0
990159105430206441	RPB107t093303	HT015202628	2372778-0
990125253060206441	RPB107t093304	HT013978035	2139824-0
990125253230206441	RPB107t093306	HT013978052	2139841-0
990170939540206441	RPB107t093307	HT015651002	2446267-6
990170939050206441	RPB107t093308	HT015650953	2446215-9
990174925760206441	RPB107t093440	HT015949822	2496404-9
990175677860206441	RPB107t093445	HT015988902	2502680-X
990107366060206441	RPB107t093446	HT012584053	1303110-7
990174647600206441	RPB107t093447	HT015934846	2494552-3
990104081790206441	RPB107t093448	HT012255626	726003-9
990104081800206441	RPB107t093449	HT012255627	726004-0
990139784100206441	RPB107t093450	HT014534921	2207375-9
990174715530206441	RPB107t093451	HT015941724	2495480-9
990174565250206441	RPB107t093453	HT015926517	2493526-8
990160453130206441	RPB107t093454	HT015338346	2394534-5
990165194410206441	RPB107t093455	HT015475217	2415593-7
990173873840206441	RPB107t093456	HT015871372	2484234-5
990157203180206441	RPB107t093457	HT015098844	2299670-9
990173874800206441	RPB107t093458	HT015871468	2484445-7
990120480110206441	RPB107t093529	HT013726695	2113624-5
990114177450206441	RPB107t093530	HT013091230	2052325-7
990175607910206441	RPB107t093533	HT015981840	2500775-0
990175613200206441	RPB107t093534	HT015982369	2501197-2
990171223000206441	RPB107t093535	HT015679511	2451790-2
990176110420206441	RPB107t093536	HT016031896	2509976-0
990176110310206441	RPB107t093537	HT016031885	2509963-2
990104081600206441	RPB107t093539	HT012255607	725976-1
990173958910206441	RPB107t093540	HT015879495	2486264-2
990175792130206441	RPB107t093623	HT016000145	
990175136520206441	RPB107t093829	HT015971129	
990166628220206441	RPB107t093830	HT015553928	
990104083200206441	RPB107t093831	HT012255767	726164-0
990136113650206441	RPB107t093832	HT014395319	2190840-0
990174556780206441	RPB107t093833	HT015925670	2492504-4
990104076720206441	RPB107t093835	HT012255119	725382-5
990175609730206441	RPB107t093836	HT015982022	2500966-7
990174713470206441	RPB107t093837	HT015941518	2495218-7
990106748430206441	RPB107t093838	HT012522290	1206744-1
990174487900206441	RPB107t093839	HT015918875	2491839-8
990174135700206441	RPB107t093840	HT015897381	2488519-8
990106231200206441	RPB107t093841	HT012470567	1140361-5
990153875230206441	RPB107t093850	HT014799382	2243256-5
990153819910206441	RPB107t093851	HT014793797	2243205-X
990167157850206441	RPB107t093852	HT015586471	2433621-X
990164195430206441	RPB107t093853	HT015396977	2402459-4
990164195330206441	RPB107t093854	HT015396967	2402448-X
990159196640206441	RPB107t093855	HT015211849	2374819-9
990154351690206441	RPB107t093857	HT014846500	2250043-1
990154069630206441	RPB107t093858	HT014819007	2246576-5
990176832310206441	RPB107t093869	HT016077632	
990177396560206441	RPB107t093878	HT016133986	
990177360710206441	RPB107t093880	HT016130330	
990176679490206441	RPB107t093953	HT016062405	2514000-0
990120544000206441	RPB107t093954	HT013733178	2113851-5
990163866710206441	RPB107t093955	HT015363722	2398244-5
990164028470206441	RPB107t093956	HT015380112	2400517-4
990176693860206441	RPB107t094053	HT016063863	
990177116350206441	RPB107t094056	HT016106546	
990159965700206441	RPB107t094069	HT015289536	2387611-6
990116302620206441	RPB107t100140	HT013305557	2074700-7
990116300610206441	RPB107t100141	HT013305356	2074491-2
990167078370206441	RPB107t100142	HT015578401	2432712-8
990160221940206441	RPB107t100143	HT015315508	2391064-1
990104078820206441	RPB107t100151	HT012255329	725660-7
990104085240206441	RPB107t100152	HT012255971	726408-2
990176975330206441	RPB107t100158	HT016092200	2518716-8
990175613860206441	RPB107t100159	HT015982435	2501270-8
990175613940206441	RPB107t100160	HT015982443	2501278-2
990175613970206441	RPB107t100161	HT015982446	2501281-2
990177348660206441	RPB107t100162	HT016129120	2523291-5
990177496570206441	RPB107t100163	HT016138803	2525161-2
990176680340206441	RPB107t100164	HT016062490	2514152-1
990176976750206441	RPB107t100165	HT016092342	2518881-1
990176680960206441	RPB107t100166	HT016062552	2514223-9
990177684750206441	RPB107t100171	HT016157485	2527439-9
990108699500206441	RPB107t100173	HT012717397	1479160-2
990173962650206441	RPB107t100174	HT015879869	2486687-8
990103606220206441	RPB107t100175	HT012208069	537850-3
990177776630206441	RPB107t100176	HT016166790	2528464-2
990177490460206441	RPB107t100178	HT016138192	2524383-4
990173731630206441	RPB107t100185	HT015856973	2482589-X
990176681530206441	RPB107t100187	HT016062609	2514280-X
990171452830206441	RPB107t100188	HT015702355	2457140-4
990174648230206441	RPB107t100189	HT015934909	2494623-0
990176745520206441	RPB107t100190	HT016069106	2514962-3
990176033400206441	RPB107t100191	HT016024061	2508747-2
990104079710206441	RPB107t100192	HT012255418	725762-4
990106571890206441	RPB107t100193	HT012504636	1183726-3
990176685360206441	RPB107t100194	HT016062992	2514732-8
990176681120206441	RPB107t100195	HT016062568	2514239-2
990171910100206441	RPB107t100197	HT015748358	2464306-3
990143233990206441	RPB107t100216	HT014591821	2213982-5
990177708600206441	RPB107t100413	HT016159908	
990178268940206441	RPB107t100441	HT016210111	
990160870550206441	RPB107t100442	HT015354726	2396200-8
990160870510206441	RPB107t100443	HT015354722	2396196-X
990177496130206441	RPB107t100444	HT016138759	2525114-4
990177496110206441	RPB107t100445	HT016138757	2525112-0
990177260780206441	RPB107t100446	HT016120159	2522606-X
990175611210206441	RPB107t100447	HT015982170	2501123-6
990178039210206441	RPB107t100448	HT016188103	2531038-0
990177262730206441	RPB107t100449	HT016120354	2522812-2
990176747740206441	RPB107t100450	HT016069328	2515279-8
990176749510206441	RPB107t100451	HT016069505	2515481-3
990143239170206441	RPB107t100452	HT014592339	2214519-9
990159196850206441	RPB107t100453	HT015211870	2374843-6
990175961430206441	RPB107t100454	HT016016770	2507355-2
990177258910206441	RPB107t100455	HT016119972	2522390-2
990177259360206441	RPB107t100456	HT016120017	2522437-2
990159538340206441	RPB107t100457	HT015246419	2381323-4
990108422030206441	RPB107t100458	HT012689650	1442808-8
990106470870206441	RPB107t100459	HT012494534	1170815-3
990176437340206441	RPB107t100461	HT016039377	2511000-7
990175901200206441	RPB107t100462	HT016010628	2506659-6
990178342600206441	RPB107t100464	HT016217555	
990181032870206441	RPB107t100469	HT016409629	
990104085110206441	RPB107t100586	HT012255958	726387-9
990173386130206441	RPB107t100611	HT015823111	
990178445020206441	RPB107t100635	HT016227882	
990121869990206441	RPB107t100689	HT013867297	2128042-3
990164562020206441	RPB107t100690	HT015413552	2404976-1
990177777080206441	RPB107t100709	HT016166835	2528509-9
990178262870206441	RPB107t100714	HT016209495	
990159339690206441	RPB107t100717	HT015226336	2377729-1
990159963200206441	RPB107t100718	HT015289286	2387296-2
990117207470206441	RPB107t100719	HT013397136	2083022-1
990159452910206441	RPB107t100725	HT015237791	2379001-5
990163866290206441	RPB107t100726	HT015363680	2398201-9
990166625800206441	RPB107t100727	HT015553685	2429528-0
990167157770206441	RPB107t100728	HT015586463	2433613-0
990166997840206441	RPB107t100729	HT015570245	2431951-X
990166997900206441	RPB107t100730	HT015570251	2431959-4
990166997990206441	RPB107t100731	HT015570260	2431968-5
990166997960206441	RPB107t100732	HT015570257	2431965-X
990167251950206441	RPB107t100733	HT015595963	2436186-0
990144910580206441	RPB107t100736	HT014697609	2229014-X
990165201350206441	RPB107t100749	HT015475911	2416397-1
